text,label
Patient requires mechanical ventilation due to acute respiratory distress secondary to [ENTITY]CHF[/ENTITY] with bilateral pulmonary edema.,Present
"The patient is now afebrile and clinically stable, with blood cultures revealing absolutely no [ENTITY]sign of bacteremia[/ENTITY]; discharge is appropriate.
Note Type: Emergency Department Note
Section: Disposition
Target Entity: bacteremia
Negation: TRUE
---",Absent
"The patient, who is immunocompromised, presents without [ENTITY]fever[/ENTITY] or other overt signs of infection, but monitoring for neutropenic fever is warranted.
Note Type: Admission Note
Section: Physical Examination
Target Entity: fever
Negation: TRUE
---",Absent
The history of multiple MIs increases her vulnerability and raises concern for future [ENTITY]systolic dysfunction[/ENTITY].,Hypothetical
"Studies, the patient had a chest x-ray on [**1-6**], which revealed interval improvement in upper zone redistribution with a small left  [entity] pleural effusion [entity]  and residual left lower lobe collapse with a questionable consolidation in the retrocardiac region thought to be secondary to atelectasis.",Present
"The patient's chart indicated (-) [ENTITY]irregular rhythm[/ENTITY] on physical examination and cardiac auscultation, with a regular heart rate and rhythm.",Absent
Pt's  [entity] chest pain [entity]  improved with narcotics.,Present
"Past Medical History: - Downs Syndrome -  [entity] MRSA Pneumonia [entity]  complicated by tracheostomy [**10/2187**]   - reversed [**2188-5-13**] - C Diff Colitis - [**2188**] - Pseudomonas Colitis - [**2188**] - dx by colonoscopy, tx w cipro through G-tube - Adrenal Insufficiency - Seizure History, per sister this [**Name2 (NI) 89173**] with hospitalization in [**11-3**] - on keppra - Hx transaminitis - presumed to be secondary to antiepileptics - Hx of HBV - Membranoproliferative Glomerulonephritis",Present
"Post-biopsy, the patient denies any pain beyond baseline and the site exhibits no [ENTITY]significant swelling[/ENTITY], only slight erythema.",Absent
"Given his improved mobility and orientation, the team found no indication for further [ENTITY]CVA[/ENTITY] workup.",Absent
"Preoperative evaluation revealed no history or clinical evidence of [ENTITY]COPD[/ENTITY], with normal spirometry and lung function tests.",Absent
"Postoperative course was uncomplicated, with the patient not experiencing any symptoms of [ENTITY]emphysema[/ENTITY] or respiratory distress.",Absent
"Cardiac review of systems is notable chest pain as per HPI; she denied paroxysmal nocturnal dyspnea, orthopnea, ankle edema, palpitations, syncope or  [entity] presyncope [entity] .",Absent
"The patient, known to have reactive airway disease, denies recent [ENTITY]cough[/ENTITY] exacerbations and reports consistent use of her prescribed albuterol inhaler as needed.",Absent
"Following a thorough evaluation, the assessment confirms exacerbation of [ENTITY]congestive heart failure[/ENTITY] with significant volume overload.",Present
"The patient denies any symptoms suggestive of diabetes, such as polyuria or polydipsia, and has no documented history of [ENTITY]glucose intolerance[/ENTITY].",Absent
"The patient's history is negative for [ENTITY]altered mental status[/ENTITY], and the current presentation is consistent with acute decompensated heart failure.",Absent
The family has been advised to watch for subjective [ENTITY]malaise[/ENTITY] as a potential adverse effect of treatment.,Hypothetical
[**Known lastname 88968**] is a 30 year old man with untreated  [entity] hypertension [entity]  who suffered a crush injury to his chest (tractor loaded with weight rolled onto his chest) requiring extraction with a fork lift.,Present
"The patient's medical history is significant for hypertension and hyperlipidemia, but there's no documented history of [ENTITY]emphysema[/ENTITY] or COPD.",Absent
Continued  [entity] enlargement of the cardiac silhouette [entity]  with substantial pulmonary arterial enlargement consistent with pulmonary artery hypertension.,Present
The patient's [ENTITY]pulmonary embolism[/ENTITY] is being managed with thrombolytic therapy due to hemodynamic instability.,Present
"1mg TID not to be given with Carvedilol    - Another day of close monitoring in the ICU for other cause of     [entity] hypotension [entity]     -f/u blc cx, urine cx    -cont abx    .",Present
"Counselled patient on recognizing early warning signs, particularly the possibility of [ENTITY]precordial pain[/ENTITY] if statin adherence falters.",Hypothetical
"LENIs were obtained which showed evidence of extensive, completely occlusive,  [entity] bilateral deep venous thrombi [entity]  extending from the common femoral veins to the popliteal veins.",Present
"During the operation, the patient experienced significant blood loss leading to [ENTITY]acute kidney injury[/ENTITY] with decreased urine output.",Present
Patient with a history of [ENTITY]chronic obstructive pulmonary disease[/ENTITY] experienced exacerbation requiring bilevel positive airway pressure therapy during hospitalization.,Present
"With no clinical evidence of [ENTITY]bilateral pneumonia[/ENTITY] and a confirmed diagnosis of pneumothorax, the patient will require a chest tube insertion.
Note Type: SOAP Note
Section: Plan
Target Entity: bilateral pneumonia
Negation: TRUE
---",Absent
"This am noted hyperglycemia and over the course of the    day developed  [entity] chills [entity] , subjective low grade fever, significant full    body myalgias, nausea and emesis X 2.",Present
History of  [entity] inferior myocardial infarction [entity]  and coronary artery disease 9.,Present
Small hemorrhagic cortical  [entity] contusion [entity] s in the  left superior anterior and posterior frontal lobe.,Absent
"Following the exploratory laparotomy, the patient may experience some discomfort, but we are watching for any escalating [ENTITY]peritoneal pain[/ENTITY].",Hypothetical
She reports resolution of her cough and confirms the absence of [ENTITY]air hunger[/ENTITY] since starting the prescribed antibiotics five days ago.,Absent
"During hospitalization, the patient experienced recurrent episodes of [ENTITY]atrial fibrillation[/ENTITY] necessitating adjustments to anticoagulation therapy.",Present
"Although the patient complained of subjective fever, serial temperature checks failed to demonstrate any [ENTITY]pyrexia[/ENTITY], suggesting another etiology.",Absent
"No acute cardiopulmonary findings, with clear lungs and no [ENTITY]macular rash[/ENTITY] appreciated on the trunk or extremities.",Absent
Pt being suctioned  for small/ moderate amounts of  [entity] thick tam    secretions [entity] .,Present
"Post-operative assessment revealed no [ENTITY]hemiparesis[/ENTITY], with the patient demonstrating normal motor function and sensory integrity.",Absent
Discharge Instructions: Patient was transferred from OSH for acute decompensated biventricular heart failure complicated by severe pulmonary  [entity] hypertension [entity] .,Present
"While you were here, you developed an  [entity] infection [entity]  both in your brain around the areas where the inital bleeds were found, as well as in your thighs.",Present
"Given the recent travel to endemic areas and neutropenia, we are monitoring for any signs of [ENTITY]infectious process[/ENTITY].",Hypothetical
"Given the absence of orthopnea, PND, or leg swelling, the likelihood of [ENTITY]acute heart failure exacerbation[/ENTITY] is considered exceedingly low.",Absent
Chest with no  [entity] deformities [entity] .,Absent
"The patient's blood pressure remains well-controlled with current medications, and there is no sign of uncontrolled [ENTITY]systolic hypertension[/ENTITY] at this time.",Absent
Renal/GU - Patient admitted with  [entity] hyophosphatemia [entity]  and hypomagnesemia which have responded well to both oral and IV supplementation.,Present
"We will continue serial abdominal exams, as [ENTITY]post-operative pyrexia[/ENTITY] is a recognized complication of this procedure.",Hypothetical
Discharge Diagnosis: (1) Atrial fibrillation (2)  [entity] Hypertension [entity]  (3) Hypothyroidism,Present
The most likely source was either  [entity] pneumonia [entity]  or a UTI.,Absent
"CXR showed right middle and lower lobe    infiltrates, concerning for PNA and given hypoxia, lactic acidosis and     [entity] leukocytosis [entity] , patient was started on Levofloxacin and Ceftriaxone.",Present
"Not in [ENTITY]septic shock[/ENTITY], the patient will continue on the current antibiotic regimen with close monitoring for any signs of clinical deterioration or development of severe sepsis.",Absent
Laboratory findings revealed [ENTITY]anuria[/ENTITY] with urine output less than,Present
"No evidence of [ENTITY]diabetes[/ENTITY] was found during the initial evaluation, despite the presence of obesity and family history.",Absent
"Feels good, denies tarry or bloody BMs,  [entity] emesis [entity] .",Absent
"The patient was diagnosed with acute coronary syndrome, but denies having [ENTITY]atrial fibrillation[/ENTITY] during the entire hospital stay of",Absent
"The patient's medical history includes [ENTITY]high blood pressure[/ENTITY], coronary artery disease, and a previous myocardial infarction.",Present
Psittaci and negative  [entity] mycoplasmas [entity] .,Absent
"With a family history of [ENTITY]diabetes mellitus[/ENTITY], the patient expresses concern about her recent weight gain and fatigue.",Present
"HISTORY OF PRESENT ILLNESS:  Patient is a 55-year-old man with multiple medical problems including insulin dependent diabetes secondary to severe pancreatitis in [**2123**], remote history of  [entity] Hodgkin's disease [entity]  in [**2113**] treated with among other things, radiation therapy which has left the patient with severe osteoporosis and resulting compression fractures, history of alcohol abuse, on chronic opioids for residual pain secondary to pancreatitis, who presented on [**12-26**] with delta MS.",Present
"Brief Hospital Course: 39F h/o cocaine/opiate abuse, recent [**Hospital1 2025**] admission for PEA, NSTEMI in [**12-11**],  [entity] systolic CHF [entity] , DM1 c/b b/l BKA amputations, admitted to ICU for DKA now resolved, with klebsiella UTI on [**Last Name (un) 2830**] and HTN urgency in context of poorly controlled stump pain.",Present
"As part of the comprehensive assessment, [ENTITY]hyperglycemia[/ENTITY] is being treated with a basal-bolus insulin regimen and glucose monitoring.",Present
"With neutropenia following chemotherapy, any new pulmonary infiltrate could indicate a developing [ENTITY]opportunistic lung infection[/ENTITY].",Hypothetical
"The patient's condition worsened due to [ENTITY]PE[/ENTITY], showing increased pulmonary artery pressures on echocardiogram.",Present
He states he's had no episodes of [ENTITY]dizziness[/ENTITY] since starting metoprolol for blood pressure control and anxiety management.,Absent
"The patient, admitted for pneumonia, showed no clinical indications of [ENTITY]myocardial infarction[/ENTITY] despite having risk factors for cardiovascular disease.",Absent
